word,english,frequency
oxe,ox,225
rubin,Ruby,225
yen,yen,225
flickväns,girlfriend's,225
mayer,Mayer,225
pump,pump,225
larsen,larsen,225
välsignat,blessed,225
fångades,was caught,225
servitören,the waiter,225
tågstationen,the train station,225
matten,the mat,225
jurisdiktion,jurisdiction,225
knyst,pinched,225
budapest,Budapest,225
angriparen,the attacker,225
yrkesmördare,professional killer,225
viting,whiting,225
identifierad,identified,225
repetitionen,the rehearsal,225
härmar,mimics,225
föregående,previous,225
kokade,boiled,225
solbränna,sunburn,225
dä,that,225
usling,wretch,225
dealen,the deal,225
claudius,Claudius,224
tosh,tosh,224
skunk,skunk,224
kandidaterna,the candidates,224
alfie,Alfie,224
edna,Edna,224
alien,alien,224
ståhej,fuss,224
tucson,tucson,224
utkämpar,fighting,224
jameson,Jameson,224
avskedar,dismisses,224
kanterna,the edges,224
dicte,dictated,224
silk,silk,224
främlingen,the stranger,224
mohammed,Mohammed,224
dynamiten,the dynamite,224
kandidaten,the candidate,224
ansiktena,the faces,224
förberedelserna,the preparations,224
triangel,triangle,224
olsson,olsson,224
jogga,jog,224
smyckena,the jewelry,224
trinity,trinity,224
höjt,raised,224
sajten,the site,224
fraktur,fracture,224
åtgärd,measure,224
ouppklarade,unsolved,224
kullarna,the hills,224
slagfält,battlefield,224
lyckade,succeeded,224
genomresa,transit,224
inställda,canceled,224
amazonas,amazon's,224
heroinet,the heroin,224
insistera,insist,224
nuläget,the current situation,224
fristaden,the sanctuary,224
kanadensare,Canadians,224
skapats,created,224
venezuela,Venezuela,224
smalare,narrower,224
hembränt,home baked,224
tampa,tampa,224
omslag,cover,224
konfrontation,confrontation,224
övervakningen,the surveillance,224
styrbords,starboard,224
bortglömd,forgotten,224
laddningen,the charge,224
giselle,Giselle,224
tär,eat,223
sprickor,cracks,223
winn,win,223
vansinnet,the madness,223
stigande,rising,223
folkmord,genocide,223
fräckhet,impudence,223
idel,sheer,223
acceptabelt,acceptable,223
skyler,clouds,223
ironin,the irony,223
mika,mika,223
lagerlokal,warehouse,223
rotade,rooted,223
claires,claire's,223
hai,hey,223
kvick,witty,223
sponsorer,sponsors,223
uppskattad,appreciated,223
förhört,interrogated,223
tjallat,raged,223
smörjan,the grease,223
mein,mein,223
margarita,margarita,223
åtagande,commitment,223
lucie,Lucy,223
reserverad,reserved,223
marguerite,Marguerite,223
stridit,fought,223
qi,qi,223
avrättades,was executed,223
plågsamt,painful,223
överdriv,exaggerate,223
jt,jt,223
decennier,decades,223
engelskt,English,223
genial,ingenious,223
färdades,traveled,223
donerade,donated,223
bröllopspresent,wedding present,223
yoko,Yoko,223
misstagit,mistaken,223
satts,set,223
räddningen,the rescue,223
solstråle,sunbeam,223
dödsfallen,the deaths,223
springpojke,running boy,223
bearbetar,processes,223
irish,irish,223
härdsmälta,heart melt,223
lågorna,the flames,223
beställningen,the order,223
chamberlain,chamberlain,223
efterrätten,the dessert,223
lagkapten,team captain,223
klyftig,clever,223
tunnor,barrels,223
protesterade,protested,223
kvadrat,square,223
kortaste,shortest,223
direktörn,the director,223
helande,healing,223
genomfört,completed,223
liverpool,liverpool,223
obi-wan,obi-wan,223
kvarnen,the mill,223
pingviner,penguins,223
amys,amys,223
stenhård,rock hard,222
skådespelaren,the actor,222
rasism,racism,222
hjärter,hearts,222
twin,twins,222
grunderna,basics,222
korridorerna,the corridors,222
sannolikheten,the probability,222
förstâr,First,222
kemiskt,chemically,222
bedömer,assesses,222
svepte,swiped,222
bevisningen,the evidence,222
skräckinjagande,horrifying,222
besegras,defeated,222
messade,messaged,222
nykomling,newcomer,222
outhärdlig,unbearable,222
vinning,gain,222
sjukvårdarna,the healthcare providers,222
eloise,Eloise,222
gårdar,farms,222
servrar,servers,222
gandalf,Gandalf,222
mobilerna,the mobile phones,222
förvåning,surprise,222
raoul,raoul,222
asen,the ace,222
glädjas,rejoice,222
kowalski,Kowalski,222
innerligt,heartily,222
krockar,clashes,222
uncle,uncle,222
twilight,twilight,222
astronauter,astronauts,222
stängsel,Fence,222
förbluffande,amazing,222
utrymmen,spaces,222
crassus,crassus,222
husse,master,222
surfar,surfing,222
schampo,shampoo,222
sec,Sec,222
rödvin,red wine,222
småprat,small talk,222
inspirerat,inspired,222
charma,charm,222
moose,moose,222
hyresgäst,tenant,222
målningarna,the paintings,222
luckorna,the hatches,222
marin,marine,222
distriktsåklagare,district attorney,222
skrubba,scrub,222
bjarne,bear,222
utrikesministern,the foreign minister,222
schas,Shoo,222
bögen,the gay,222
urval,selection,222
plåtar,plates,222
badat,bathed,221
rökare,smoker,221
gant,gant,221
hotellrummet,the hotel room,221
programmerad,programmed,221
senior,senior,221
luftrum,airspace,221
hammer,hammer,221
adios,bye,221
hustrus,wife's,221
musslor,mussels,221
tillfredsställelse,satisfaction,221
lost,lost,221
windsor,Windsor,221
utsparkad,kicked out,221
styras,be controlled,221
skina,shine,221
okunskap,ignorance,221
thornton,thorn tone,221
tecknat,drawn,221
lys,lights,221
cylon,cylon,221
magnetröntgen,MRI,221
statsåklagaren,the public prosecutor,221
reva,tear,221
torsdagar,Thursdays,221
su,su,221
formade,shaped,221
nordafrika,North Africa,221
angelica,angelica,221
halvåret,the half year,221
adrenalinet,the adrenaline,221
lagarbete,teamwork,221
herrgården,the mansion,221
outhärdligt,unbearable,221
utbränd,burned out,221
effektivitet,efficiency,221
utposten,the outpost,221
utplånar,wipes out,221
tilltalande,appealing,221
avgudade,adored,221
karaktären,the character,221
intagen,ingested,221
sjungande,singing,221
forest,forest,221
whistler,whistler,221
sydöstra,southeast,221
lipa,lip,221
igt,ig,221
ögonkastet,the glance,221
steiner,stones,221
utser,designates,221
försatte,moved,221
cold,cold,221
attraktiva,attractive,221
krypet,the creep,221
hepatit,hepatitis,221
move,move,221
utlandet,abroad,221
stränga,strict,221
egyptiska,Egyptian,221
hyfsad,decent,221
carmela,carmela,221
hundvalp,puppy,221
partnern,the partner,221
scenariot,the scenario,220
överfallet,the assault,220
spekulationer,speculations,220
tomrummet,the void,220
kontrakten,the contracts,220
eiffeltornet,the eiffel tower,220
själarna,the souls,220
lustigkurre,funny joke,220
doakes,doakes,220
förbättrar,improves,220
specialstyrkan,the special force,220
kikar,peeping,220
jabba,yup,220
mäktige,powerful,220
spejare,scout,220
sköldpaddor,turtles,220
föraning,foreboding,220
wilcox,wilcox,220
galnare,crazier,220
inslaget,the feature,220
republikan,Republican,220
mille,mille,220
dorota,dorothy,220
alexandria,Alexandria,220
milisen,the militia,220
assisterande,assisting,220
vancouver,vancouver,220
ömsesidig,mutual,220
täta,seal,220
carters,carters,220
project,project,220
utrett,investigated,220
förhandlade,negotiated,220
rötterna,the roots,220
placerad,placed,220
flygbiljett,plane ticket,220
fuktigt,moist,220
krutet,the gunpowder,220
fastkedjad,chained,220
colette,colette,220
firande,celebration,220
ovala,oval,220
meddelandena,the messages,220
indicier,evidence,220
ogärna,reluctantly,220
angelägenhet,concern,220
godset,the goods,220
nyttig,useful,220
jeanette,jeanette,220
pensionat,guest house,220
laden,the barn,220
sunshine,sunshine,220
svavel,sulfur,220
law,law,220
medelhavet,the Mediterranean Sea,220
cement,cement,220
excalibur,excalibur,220
heinz,heinz,220
hakar,hooks,220
slinka,slip,220
varnad,warning,220
antagande,adoption,220
neutrala,neutral,220
motorcyklar,motorcycles,220
bannon,ban,220
uttalandet,the statement,220
övervakat,monitored,220
musikal,musical,219
ingreppet,the procedure,219
tomtens,Santa's,219
choi,choi,219
bevakad,guarded,219
grönsak,vegetable,219
identifiering,identification,219
automatvapen,automatic weapons,219
armbågen,the elbow,219
retat,teased,219
tornen,the towers,219
anya,anya,219
zak,Zak,219
överbefälhavare,commander in chief,219
portion,portion,219
säte,SEAT,219
peck,peck,219
närhelst,whenever,219
artefakten,the artifact,219
ives,ives,219
administration,administration,219
hjärtproblem,heart problems,219
utrustad,equipped,219
engångsligg,disposable,219
snyder,cheating,219
förälskelse,Love,219
konsul,consul,219
bristol,Bristol,219
gallo,gallo,219
julgran,Christmas tree,219
reade,reade,219
fostret,the fetus,219
nos,nose,219
snara,snare,219
mose,moss,219
manuell,manual,219
löven,the leaves,219
sofistikerade,sophisticated,219
lagas,being prepared,219
dödsfallet,the death,219
vibrerar,vibrates,219
jayne,Jayne,219
kopierar,copies,219
leopold,Leopold,219
skrivmaskin,typewriter,219
sockret,the sugar,219
desperation,desperation,219
beskyddande,protective,219
lusten,the desire,219
tillgängligt,available,219
klackar,heels,219
vittnesskydd,witness protection,219
mjukare,softer,219
roade,amused,219
kulisserna,the scenes,219
hjärntumör,brain tumor,219
republikanerna,the republicans,219
alkoholen,the alcohol,219
optimism,optimism,219
befriad,exempt,219
stipendiet,the scholarship,218
gill,Gill,218
duschade,showered,218
tyskarnas,of the Germans,218
överdrift,exaggeration,218
valarna,the whales,218
dräpa,slay,218
lassie,lassie,218
massan,the mass,218
vagga,rock,218
rationellt,rationally,218
oceanen,the ocean,218
hallie,Hallie,218
horatio,Horatio,218
oemotståndlig,irresistible,218
husbil,mobile home,218
mcdonalds,mcdonalds,218
säckar,bags,218
engagerade,committed,218
missnöjda,dissatisfied,218
bildligt,figuratively,218
uppsåt,intent,218
coolare,cooler,218
kongo,Congo,218
tutar,honking,218
shea,shea,218
varmvatten,hot water,218
fidel,fidel,218
litegrann,little,218
uppfinnare,inventor,218
townsend,townsend,218
antaganden,assumptions,218
vasst,sharp,218
flygplatser,airports,218
syna,sight,218
vegan,vegan,218
arthurs,arthur's,218
splitter,splinters,218
zpm,zpm,218
horhus,whorehouse,218
assistenter,assistants,218
uppgav,stated,218
favoritfärg,favorite color,218
krigsfångar,prisoners of war,218
wick,wick,218
eye,eye,218
slakten,the slaughter,218
stöddig,cocky,218
måhända,perhaps,218
dels,partly,218
jättestort,huge,218
hjärtas,heart's,217
reko,reco,217
trasor,rags,217
urnan,the urn,217
kraftfältet,the force field,217
baal,Baal,217
signalement,characteristics,217
nattskiftet,the night shift,217
porslin,porcelain,217
bittert,bitterly,217
uttråkade,bored,217
ashton,ashton,217
helgalen,crazy,217
nordvästra,northwest,217
moody,moody,217
viner,wines,217
lucinda,Lucinda,217
japans,Japanese,217
syftade,aimed,217
fixerad,fixed,217
ofarliga,harmless,217
skyddet,the protection,217
kypare,waiter,217
sola,sunbathe,217
hynda,bitch,217
kinesen,the chinese,217
israeliska,Israeli,217
trumpet,trumpet,217
strikta,strict,217
besvärliga,troublesome,217
krypskyttar,snipers,217
stoppades,was stopped,217
avalon,Avalon,217
kaliforniens,of California,217
svullnaden,the swelling,217
delenn,part,217
allvarligare,more serious,217
lawson,lawson,217
begagnade,used,217
ingående,in detail,217
industri,industry,217
spets,tip,217
köpslå,bargain,217
förföljda,persecuted,217
blondiner,blondes,217
belysningen,the lighting,217
stilige,handsome,217
ballarna,the balls,217
keating,Keating,217
distraherade,distracted,217
kemp,fight,217
scooter,scooter,217
begav,gave,217
obeväpnade,unarmed,216
sinka,sink,216
chucky,chucky,216
mordförsöket,the attempted murder,216
avsikten,the intention,216
välgörare,benefactor,216
j-jag,j-me,216
pigga,perky,216
sinatra,sinatra,216
rayna,Rayna,216
mala,grind,216
rapporterats,reported,216
moby,moby,216
huvudvärken,the headache,216
smörjer,lubricates,216
glänsande,shiny,216
halsduk,scarf,216
undertext,subtitle,216
if,if,216
experimenten,the experiments,216
logi,accommodation,216
geordi,Geordi,216
självmant,selflessly,216
inblandat,involved,216
ram,frame,216
batiatus,batiatus,216
andligt,spiritual,216
bådar,invites,216
draget,the move,216
generellt,generally,216
webbsida,web page,216
tillbehör,accessories,216
uttag,socket,216
gladiator,gladiator,216
poliskåren,the police force,216
bestå,consist,216
upphört,ceased,216
förhandlingen,the negotiation,216
holloway,holloway,216
cap,chap,216
sjuksköterskan,the nurse,216
tjafsar,arguing,216
serge,Serge,216
medlen,the funds,216
spontant,spontaneously,216
aktuellt,current,216
davidson,davidson,216
radioaktivt,radioactive,216
solklart,crystal clear,216
harrys,harry's,216
finess,finesse,216
vulcan,volcano,216
jimmys,jimmy's,216
åsen,the ridge,216
riskfyllt,risky,216
pingvin,penguin,216
fr,Fr,216
beaumont,beaumont,216
smällare,firecracker,215
nigeria,Nigeria,215
fegt,coward,215
leverne,the liver,215
rinnande,running,215
bannister,banisters,215
övergår,passes,215
lönt,paid,215
kontrollerad,controlled,215
representanter,representatives,215
hangarfartyg,aircraft carrier,215
gun,gun,215
saltet,the salt,215
knullad,fucked,215
laddas,being loaded,215
bedövning,anesthesia,215
förvirrar,confusing,215
konstigaste,weirdest,215
jocelyn,jocelyn,215
kontrollerna,the controls,215
provsvaren,the test answers,215
tyrone,tyrone,215
handlederna,the wrists,215
brottslingen,the criminal,215
broccoli,broccoli,215
företags,corporate,215
planterar,plants,215
ansökt,applied for,215
kvävning,suffocation,215
jodi,iodine,215
läggning,laying,215
aye,aye,215
bubba,bubba,215
förutspå,predict,215
intendenten,the superintendent,215
rumpor,butts,215
avlägga,lay off,215
pluggat,studied,215
talangfull,talented,215
ti,ten,215
frö,seed,215
arrest,arrest,215
siktat,aimed,215
hansson,hanson,215
mekaniska,mechanical,215
mikron,micron,215
skandalen,the scandal,215
assad,Assad,215
meadows,meadows,215
ögonvittnen,eyewitnesses,215
höjdarna,the heights,215
ankor,ducks,215
pina,pain,215
delgado,delivered,215
korsord,crossword,215
session,session,215
eta,eta,215
everest,Everest,215
hippies,hippies,215
tenderar,tends,215
främja,promote,215
kallnar,is getting colder,215
bakgården,the backyard,215
skruvmejsel,screwdriver,215
tröttsamt,tiring,215
break,break,215
vag,vague,215
ohyra,vermin,215
terrassen,the terrace,215
föreställningar,performances,215
myrtle,myrtle,214
kyparen,the waiter,214
usb-minnet,the usb stick,214
fängelsedirektören,the prison director,214
kollision,collision,214
anoxmous,anoxmous,214
uppfinningar,inventions,214
förstärkt,reinforced,214
blåbär,blueberry,214
mi6,mi6,214
härbärge,hostel,214
förnuftet,reason,214
ansträng,effort,214
hulken,the sob,214
sedlarna,the banknotes,214
skateboard,skateboard,214
tjatat,nagging,214
beslagta,seize,214
janie,Janie,214
fejkat,faked,214
halo,halo,214
instruktör,instructor,214
livsfara,danger to life,214
psykos,psychosis,214
baserade,based,214
anklagat,accused,214
bess,bess,214
sniglar,snails,214
förtal,slander,214
stjärt,tail,214
nöden,the need,214
miljonerna,the millions,214
kraftfält,force field,214
bataljon,battalion,214
hysteriskt,hysterically,214
rumänien,Romania,214
augie,Auggie,214
snurrade,spun,214
kult,cult,214
route,route,214
dass,privy,214
avi,avi,214
novak,Novak,214
iaktta,observe,214
milligram,milligrams,214
skotska,Scottish,214
det.,the.,214
venice,Venice,214
dammsugare,vacuum cleaner,214
kubanska,Cuban,214
skyddsrummet,the shelter,214
momma,momma,214
drastiskt,drastically,214
lammet,the lamb,214
paprika,pepper,213
influensan,the flu,213
resväskan,the suitcase,213
slets,torn,213
installerat,installed,213
rett,right,213
vattenfall,waterfall,213
kapat,hijacked,213
odo,nothing,213
artiga,polite,213
svårast,most difficult,213
curly,curly,213
seglat,sailed,213
koranen,the Koran,213
bakfoten,hind foot,213
donationer,donations,213
sampson,sampson,213
richardson,richardson,213
aningen,the hint,213
innebörden,the meaning,213
diplomatiska,diplomatic,213
kokat,boiled,213
konkreta,concrete,213
trädgårdsmästaren,the gardener,213
hembiträde,maid,213
tjänstgöra,serve,213
saigon,Saigon,213
uppriktighet,sincerity,213
skynet,the sky,213
tecknad,Cartoon,213
taylors,taylor's,213
passen,the pass,213
incidenter,incidents,213
ödelägga,devastate,213
impulser,impulses,213
kilometers,kilometers,213
upphov,origin,213
telefonsignal,phone signal,213
troféer,trophies,213
fotograferade,photographed,213
scarf,scarf,213
åklagarens,the prosecutor's,213
peralta,peralta,213
samcro,samcro,213
kistor,chests,213
dömts,convicted,213
tålamodet,the patience,213
hopplösa,hopeless,213
berättas,be told,213
hårfärg,hair color,213
ått,eight,213
hundmat,dog food,212
förhandlare,negotiator,212
chipet,the chip,212
goldberg,goldberg,212
stycka,piece,212
svan,Swan,212
milady,milady,212
pansar,armor,212
misslyckat,failed,212
l.a,la,212
hitchcock,hitchcock,212
das,das,212
arbetsrummet,the workroom,212
statuera,statuary,212
fotografierna,the photographs,212
fångst,catch,212
mooney,mooney,212
hyckleri,hypocrisy,212
fördriva,dispel,212
svingar,swings,212
waller,Waller,212
koncentrationsläger,concentration camp,212
sketna,happened,212
avlyssning,eavesdropping,212
direkta,direct,212
kreativitet,creativity,212
inkallad,inductee,212
förför,seduce,212
magar,stomachs,212
journalistik,journalism,212
pinsamma,embarrassing,212
minnie,memory,212
yin,yin,212
